filename,genre,duration,spectral_centroid_mean,spectral_rolloff_mean,tempo,mfcc1,mfcc2,mfcc3,loudness_mean,key,mode,time_signature,chroma_mean
TRAKWNS128F92E3B4E.h5,blues,178.78159,0.006729917474008829,1.7786723430390458e-05,0.3581300344276608,0.9806104311912387,0.30048601210024656,0.7047935907207872,0.6903924799199823,3.0,0.0,3.0,"[0.2970000000000001, 0.34119551934826853, 0.27920162932790205, 0.43817311608961246, 0.18740529531568229, 0.35498370672097734, 0.3363258655804478, 0.30496334012219933, 0.5387902240325861, 0.18781466395112012, 0.20580244399185355, 0.2658044806517312]"
blues.00055.h5,blues,30.01333333333333,0.46144886791666956,0.46365256134903754,0.47770099671372335,0.7466493542823206,0.7994481470579016,0.3283082749019012,0.9943960649988997,7.0,1.0,3.0,"[0.5984776020050049, 0.6345994472503662, 0.7217222452163696, 0.5887349843978882, 0.6271140575408936, 0.6539082527160645, 0.7236490249633789, 0.8622685074806213, 0.6028817892074585, 0.554465115070343, 0.4987218976020813, 0.4369661211967468]"
TRAUOBO128F4280122.h5,blues,189.98812,0.005675403485775218,1.8440314523659985e-05,0.27493122704136264,0.9558704124471924,0.33079532506266385,0.7082926838950373,0.33952218076606466,11.0,1.0,1.0,"[0.37219305019305043, 0.2795637065637065, 0.28777413127413115, 0.29300386100386083, 0.28232046332046307, 0.242119691119691, 0.479534749034749, 0.30026254826254845, 0.1999073359073358, 0.29019305019305036, 0.265868725868726, 0.5127779922779925]"
TRALZXZ128F92E26EF.h5,blues,223.92118,0.005184797926444906,2.858369610967522e-05,0.43718187358953675,0.987384750361771,0.6115010472388648,0.452160120722993,0.7678206052037928,9.0,0.0,4.0,"[0.5266924137931033, 0.43604965517241384, 0.4442551724137929, 0.32921931034482743, 0.4804303448275863, 0.27308275862068976, 0.28417931034482713, 0.46701931034482724, 0.37131724137931055, 0.573935172413793, 0.34995034482758597, 0.3256275862068973]"
TRAUMNH128F92FB67F.h5,blues,283.03628,0.007599935451592026,2.3191497426379e-05,0.306978602138139,0.9863055464770069,0.6369210997147978,0.5768975863347074,0.7592805215945692,2.0,1.0,4.0,"[0.4037172489082973, 0.5449344978165941, 0.5027314410480349, 0.3321572052401747, 0.26470524017467256, 0.28552729257641957, 0.2681637554585149, 0.3683788209606982, 0.32926637554585186, 0.48452510917030533, 0.34475436681222704, 0.1714028384279474]"
TRATSVH128F428A9BA.h5,blues,192.02567,0.007709461068805137,1.979429960569009e-05,0.25801802098604776,0.9757164743455394,0.4221801242577733,0.7163817118073059,0.6213194736868044,0.0,1.0,5.0,"[0.31533228840125405, 0.2710235109717868, 0.47357993730407516, 0.17843260188087778, 0.3618119122257052, 0.3339858934169279, 0.3110172413793106, 0.53890909090909, 0.19859717868338556, 0.2713228840125392, 0.3152366771159872, 0.37726175548589386]"
TRAMPPQ128F92C2E36.h5,blues,256.13016,0.006912310235361491,2.5544330641631754e-05,0.5688635577445765,0.9847847391211224,0.5254882112102094,0.5935594702564388,0.7272914414277991,4.0,1.0,1.0,"[0.3048836509528586, 0.42475325977933837, 0.380519558676028, 0.46354262788365097, 0.44031093279839534, 0.2526138415245737, 0.30680742226680063, 0.34190170511534596, 0.4406980942828483, 0.42415346038114404, 0.42002607823470345, 0.3450561685055164]"
TRATTRX128F92E764F.h5,blues,146.15465,0.002297431105066505,2.1654277702895144e-05,0.5066590343782431,0.9505842972514321,0.31127826434488054,0.3439342279658933,0.3191867249405178,1.0,1.0,4.0,"[0.3997358078602614, 0.3636244541484714, 0.2627467248908295, 0.4036615720524014, 0.2052270742358079, 0.327288209606987, 0.35149781659388707, 0.3846965065502181, 0.5035240174672488, 0.25102183406113554, 0.40944978165938906, 0.27771834061135375]"
TRAMOWI12903CE9331.h5,blues,148.47955,0.0057946801534573536,2.38252050362224e-05,0.3564045332498724,0.9724553569142419,0.21177290711599556,0.6920333959208178,0.570072379066141,9.0,1.0,1.0,"[0.24097454545454547, 0.43477272727272714, 0.49505272727272714, 0.4282981818181821, 0.3514454545454544, 0.3459254545454547, 0.47074363636363614, 0.2211418181818181, 0.2624654545454542, 0.2602254545454548, 0.2877854545454543, 0.5674218181818178]"
TRAMNAO128F92FACF2.h5,blues,173.322,0.007849457078508457,2.2337711860764115e-05,0.4421771789085279,0.9821209539800226,0.5850138176089517,0.4852810492026905,0.729590800995604,1.0,0.0,4.0,"[0.45896263079222677, 0.5421704035874436, 0.2473811659192825, 0.22761136023916304, 0.36961883408071744, 0.23912257100149475, 0.3608654708520178, 0.2992466367713003, 0.3812690582959639, 0.38283258594917796, 0.25911958146487307, 0.44315844544095667]"
TRAMMFP12903CB59C2.h5,blues,201.79546,0.003999889481262333,8.687912438698545e-06,0.3574464229825227,0.9445075736747464,0.28158652715889937,0.42532781053083824,0.1915978447359974,10.0,1.0,1.0,"[0.17964111498257848, 0.21914111498257854, 0.2897247386759581, 0.1867177700348433, 0.19199303135888524, 0.28347386759581905, 0.15080836236933817, 0.13806271777003487, 0.15764285714285728, 0.14543728222996524, 0.4592996515679444, 0.3880505226480836]"
TRAMKVB128F4223DAE.h5,blues,236.59057,0.006693433849202651,1.3705432385735037e-05,0.4640486270117121,0.9798933971889208,0.6188959923768352,0.3786193867428227,0.6707918714104215,9.0,0.0,3.0,"[0.30837042253521163, 0.2636478873239433, 0.2663647887323944, 0.24906338028169, 0.3905845070422536, 0.34979436619718324, 0.2143746478873238, 0.2095070422535211, 0.22084507042253554, 0.4095535211267605, 0.21534929577464818, 0.21501690140845028]"
TRAUBRC128F92EF13F.h5,blues,212.63628,0.0066388544227901,1.7966562230751427e-05,0.27867049928344345,0.976969292316763,0.49855615030852357,0.49478242706467873,0.6514245282760269,6.0,0.0,1.0,"[0.3678999999999998, 0.3807164705882347, 0.32050823529411704, 0.23815647058823533, 0.4020035294117651, 0.2603941176470588, 0.3493317647058825, 0.2609411764705881, 0.2466270588235296, 0.40031176470588253, 0.17968352941176483, 0.34961294117647046]"
TRAUCPI128F4224350.h5,blues,163.91791,0.007518725188953678,2.093134523698968e-05,0.3170227486121865,0.9725573326453115,0.24978536939863932,0.8031368428548263,0.5821634976134102,11.0,1.0,1.0,"[0.22093564356435638, 0.3336402640264029, 0.2686402640264032, 0.3561122112211224, 0.18909570957095692, 0.2729504950495047, 0.4474042904290434, 0.15280858085808577, 0.31538943894389404, 0.3929356435643561, 0.5303481848184822, 0.5846518151815182]"
TRBFMCN128F423625D.h5,blues,175.15057,0.005837400025204811,1.650488956087934e-05,0.3363533035728994,0.965043278253958,0.179042151940019,0.7742445411743725,0.4518008228328818,4.0,1.0,3.0,"[0.25085596026490087, 0.23751821192052971, 0.17505960264900639, 0.24742880794702007, 0.27812748344370875, 0.62921523178808, 0.5632748344370867, 0.3530827814569536, 0.33794039735099374, 0.2886655629139074, 0.12812086092715225, 0.11469205298013248]"
blues.00068.h5,blues,30.01333333333333,0.5692944721592567,0.604614101678819,0.5827129632497078,0.7228852412937192,0.7629306725509879,0.4151847432215507,0.9931211994461554,0.0,1.0,3.0,"[0.8135735392570496, 0.5379171371459961, 0.4658862054347992, 0.40373343229293823, 0.42951807379722595, 0.7370854020118713, 0.4145010709762573, 0.45642802119255066, 0.44628268480300903, 0.516769528388977, 0.4681774079799652, 0.48817455768585205]"
TRAMIOZ128F4267176.h5,blues,242.18077,0.006556087950623369,2.3696891301589824e-05,0.6872601182730164,0.9698528601664352,0.532661430321461,0.41306688652340945,0.542393531667978,0.0,1.0,4.0,"[0.5855108695652166, 0.46121428571428563, 0.4607142857142858, 0.25401086956521746, 0.3396816770186338, 0.3179394409937885, 0.37361335403726736, 0.39830434782608704, 0.26813198757763984, 0.344968944099379, 0.2555745341614905, 0.2932267080745344]"
blues.00051.h5,blues,30.01333333333333,0.449149194370364,0.4544127525563605,0.32691458324410694,0.8176934938364048,0.822512004094182,0.32182820320709504,0.9953047871279989,4.0,1.0,4.0,"[0.43320900201797485, 0.5215988159179688, 0.4982011020183563, 0.5834887623786926, 0.8328602313995361, 0.5273433327674866, 0.5770761966705322, 0.6443808078765869, 0.6618337035179138, 0.5783575177192688, 0.5023337602615356, 0.5469106435775757]"
blues.00052.h5,blues,30.01333333333333,0.32965455782431863,0.35383807196966666,0.543590858055908,0.538339952438134,0.8285895484577501,0.3965542134359914,0.9930230972763101,7.0,1.0,4.0,"[0.48108381032943726, 0.3114601969718933, 0.3915477395057678, 0.2886847257614136, 0.32636308670043945, 0.35120245814323425, 0.36272838711738586, 0.7622916102409363, 0.3761928975582123, 0.31815072894096375, 0.28852158784866333, 0.2867175340652466]"
TRBFMWC128F4281F9B.h5,blues,183.71873,0.004411430330161076,2.5599164937027777e-05,0.3622193486747822,0.9653689619738957,0.08890329772811051,0.6579984986681667,0.48257076755972406,7.0,1.0,4.0,"[0.5039287790697675, 0.3490726744186047, 0.37405087209302357, 0.3472776162790697, 0.3742441860465115, 0.30638081395348865, 0.3874665697674421, 0.3274636627906978, 0.30865116279069776, 0.3546744186046514, 0.355579941860465, 0.5621860465116284]"
blues.00053.h5,blues,30.01333333333333,0.4926815880813079,0.48828693369565773,0.3432856795756668,0.7829198593941247,0.8016098489059399,0.3014173178311843,0.9946429289208043,8.0,1.0,4.0,"[0.5475723147392273, 0.6360515356063843, 0.642807126045227, 0.7065686583518982, 0.5450097918510437, 0.5420094728469849, 0.6425679922103882, 0.624269962310791, 0.7815852165222168, 0.5380295515060425, 0.44959086179733276, 0.4263167381286621]"
blues.00054.h5,blues,30.01333333333333,0.46114050121867367,0.4682259260500344,0.2845755410413956,0.8138882174594521,0.809005996545823,0.32458531395318235,0.9954039335401447,9.0,1.0,3.0,"[0.48222988843917847, 0.5775814652442932, 0.7140135169029236, 0.6397079825401306, 0.7226415872573853, 0.5897909998893738, 0.5861587524414062, 0.6093652248382568, 0.5719510316848755, 0.780518114566803, 0.5148547887802124, 0.4089115262031555]"
TRAUHJH128F92CA20E.h5,blues,171.65016,0.0034971213862866513,1.561351031078823e-05,0.2665961091801604,0.9526614844670217,0.19234521795328946,0.34669635591799214,0.3405837140393678,1.0,1.0,3.0,"[0.275109780439122, 0.30658682634730544, 0.23716566866267452, 0.42008982035928144, 0.1562534930139721, 0.2512075848303396, 0.23782834331337319, 0.37995209580838324, 0.46805588822355226, 0.18468862275449122, 0.296684630738523, 0.29753892215568845]"
TRAMAYD128F426DDBD.h5,blues,193.20118,0.005367892104400499,2.1329016519239256e-05,0.4936251173670254,0.9686701786451416,0.2142905754344681,0.7950311447538007,0.52469536133342,7.0,1.0,1.0,"[0.15082877959927135, 0.20467395264116556, 0.5953916211293258, 0.17261202185792338, 0.21183606557377058, 0.2632659380692169, 0.34424408014571967, 0.8286921675774132, 0.32949180327868843, 0.2864863387978142, 0.34629690346083775, 0.3725027322404373]"
TRAUJMN128F421A8EC.h5,blues,335.69914,0.007458559675033114,2.526690649764466e-05,0.3301637372955344,0.9910763923390454,0.5741461506636611,0.5275464843138254,0.8478880370382288,0.0,1.0,4.0,"[0.5015842607313198, 0.3491152623211452, 0.4648211446740866, 0.24020906200317918, 0.27371462639109717, 0.34843322734499227, 0.3324093799682035, 0.7247941176470586, 0.3196589825119241, 0.3038600953895072, 0.3393449920508747, 0.3184332273449925]"
TRAULGT12903D10B94.h5,blues,186.40934,0.007614741186275577,2.1376863899791696e-05,0.13561862717643766,0.9751140505457994,0.3550683894171809,0.7172092152428657,0.6054436552022376,11.0,1.0,4.0,"[0.5071969178082192, 0.3707226027397261, 0.34182705479452097, 0.20389041095890414, 0.2823030821917808, 0.26517808219178085, 0.3960154109589036, 0.356183219178082, 0.17769349315068492, 0.28582191780821875, 0.4327397260273971, 0.4917328767123286]"
TRBFNDW128F9359ECE.h5,blues,198.76526,0.006491641953104588,2.3611193655208502e-05,0.3777241504274631,0.9755457446567939,0.39913694635921954,0.5700943262780684,0.6163260987808271,1.0,0.0,5.0,"[0.31636623376623363, 0.4281857142857139, 0.40382077922077947, 0.6438376623376628, 0.5861961038961038, 0.22155194805194786, 0.2074740259740259, 0.20083246753246733, 0.4539259740259739, 0.35563376623376647, 0.261768831168831, 0.26437402597402604]"
TRAUDHC12903CE6B13.h5,blues,224.65261,0.007360216064821341,1.3730833272364858e-05,0.350906814700117,0.9878880814316249,0.5819422411041292,0.4726171617504537,0.7841780524080929,7.0,1.0,4.0,"[0.3163845108695652, 0.2845842391304349, 0.4220964673913041, 0.1568478260869565, 0.2569130434782607, 0.11699048913043485, 0.22381250000000016, 0.5241711956521737, 0.23164538043478267, 0.26407608695652157, 0.1542269021739131, 0.3633682065217387]"
TRAVDGG128F92E389A.h5,blues,166.66077,0.0068703189645574,1.4936406487288281e-05,0.38144283196336504,0.9644595439156866,0.38859558492519175,0.7370404821028989,0.4853142151176294,11.0,1.0,4.0,"[0.13855673758865256, 0.15185638297872353, 0.182471631205674, 0.24765425531914922, 0.3112535460992905, 0.20987056737588672, 0.5296560283687941, 0.20066134751773018, 0.249372340425532, 0.3001524822695035, 0.26301418439716345, 0.6561347517730496]"
blues.00069.h5,blues,30.01333333333333,0.5374716232844226,0.5767776063764233,0.24009816339137172,0.7092618085440994,0.7796770722918763,0.37978334165317673,0.9934349743576922,7.0,1.0,3.0,"[0.40355780720710754, 0.3129304051399231, 0.4374281167984009, 0.37878644466400146, 0.4910721480846405, 0.529654860496521, 0.44975125789642334, 0.629529595375061, 0.5444254279136658, 0.41697487235069275, 0.4595118463039398, 0.44802579283714294]"
blues.00070.h5,blues,30.01333333333333,0.48999358863109116,0.5398231691124513,0.5088156534666514,0.69019973998622,0.8015821226046143,0.37126066435424415,0.9931922841369911,0.0,1.0,4.0,"[0.6557229161262512, 0.5296691060066223, 0.4454406201839447, 0.3752738833427429, 0.4367924630641937, 0.548366129398346, 0.4733375906944275, 0.45864057540893555, 0.41184210777282715, 0.5104040503501892, 0.5587181448936462, 0.5980604887008667]"
TRAWHJS128F93333E3.h5,blues,355.68281,0.006412882188739799,2.223292508901322e-05,0.612837069860148,0.9792085432487435,0.4989487604647052,0.45121859852325924,0.6888576689570316,0.0,1.0,4.0,"[0.506648291925466, 0.34026630434782584, 0.3445403726708081, 0.20130124223602455, 0.255520962732919, 0.3513315217391306, 0.4447725155279503, 0.6575807453416153, 0.23984316770186348, 0.20437034161490686, 0.2950644409937891, 0.35920729813664576]"
blues.00084.h5,blues,30.01333333333333,0.46791229494091413,0.48632746858457176,0.38029859299586544,0.8450692891758951,0.8159360497023608,0.3391898877551202,0.9962032250986013,7.0,1.0,4.0,"[0.6195224523544312, 0.44480594992637634, 0.5291362404823303, 0.6490166783332825, 0.5199570059776306, 0.5564830303192139, 0.537074089050293, 0.6695848703384399, 0.44529110193252563, 0.4269017279148102, 0.617480993270874, 0.47178682684898376]"
TRAIVMM128F4266056.h5,blues,176.5873,0.00414561809763789,1.0487235617512995e-05,0.24359217223713905,0.9652573183633137,0.430878307343152,0.30864790304492234,0.4858121683917216,7.0,1.0,4.0,"[0.4118289738430583, 0.18482293762575466, 0.2960462776659959, 0.11511267605633804, 0.2041046277665997, 0.06153118712273647, 0.15819718309859168, 0.43047887323943657, 0.17614889336016104, 0.307380281690141, 0.2289859154929578, 0.4027203219315894]"
TRAIRHS128F4287576.h5,blues,197.0673,0.008668499802104853,1.4476580119597381e-05,0.4566565634935017,0.9694484837909949,0.5448747284448333,0.608233805870362,0.543032336902005,2.0,1.0,4.0,"[0.19780037664783442, 0.2359755178907722, 0.26024858757062147, 0.32045386064030135, 0.43538983050847463, 0.15111111111111117, 0.2974312617702445, 0.2592316384180791, 0.3023389830508473, 0.6481676082862523, 0.15617890772128068, 0.12844444444444458]"
TRAIPUM128F92DCC5E.h5,blues,344.71138,0.004698232196978415,1.785244168903023e-05,0.3628288335776765,0.9721692123032268,0.32827563138402727,0.550469821918901,0.5577957512480943,7.0,1.0,3.0,"[0.39684780876494025, 0.4363203187250996, 0.5012557768924301, 0.2797410358565735, 0.29949960159362554, 0.29304063745019904, 0.23295298804780903, 0.4465370517928286, 0.17892191235059765, 0.19795378486055784, 0.2226199203187249, 0.2586127490039841]"
blues.00085.h5,blues,30.01333333333333,0.30012516430874214,0.3037968642918896,0.5088156534666514,0.6125356254065437,0.859955301696243,0.44681193371525435,0.9942200774329132,2.0,1.0,4.0,"[0.48385509848594666, 0.3685745298862457, 0.5232585072517395, 0.23536013066768646, 0.332439661026001, 0.21392163634300232, 0.25073158740997314, 0.4762633740901947, 0.2532678544521332, 0.36384665966033936, 0.2909831404685974, 0.3823356628417969]"
blues.00086.h5,blues,30.01333333333333,0.28527892424377743,0.29017272832362406,0.4243615851549246,0.5588773281538726,0.8772917827418912,0.4761772048936282,0.9936309239101981,7.0,1.0,4.0,"[0.3785606026649475, 0.36042526364326477, 0.46927180886268616, 0.29605868458747864, 0.4341725707054138, 0.3777874708175659, 0.3664913475513458, 0.5133461356163025, 0.3198208808898926, 0.4341159164905548, 0.4402637779712677, 0.3748314082622528]"
TRAIJQV128F421B159.h5,blues,217.88689,0.00554192169806118,1.5641842908078637e-05,0.35862009323471766,0.9890276439549115,0.4538621113319624,0.5132793218698724,0.7812019025359331,9.0,0.0,4.0,"[0.28350699844479005, 0.2778973561430795, 0.6818460342146195, 0.24324105754276837, 0.25275738724727853, 0.29188180404354575, 0.20093001555209963, 0.296863141524106, 0.2156920684292379, 0.43047900466562977, 0.1667013996889581, 0.17231570762052875]"
TRAPMFR128F9316841.h5,blues,332.45995,0.005997684718290911,1.718452984532214e-05,0.5760002965061691,0.976964039271546,0.40530586552090114,0.597600854008407,0.6222812561575815,2.0,1.0,4.0,"[0.3359349999999999, 0.4637866666666671, 0.5636133333333327, 0.2435316666666669, 0.29606083333333333, 0.23246166666666657, 0.2309516666666669, 0.39587083333333345, 0.25466916666666684, 0.3070075000000005, 0.16429916666666666, 0.18656583333333351]"
TRAIJLI128F92FC94A.h5,blues,166.73914,0.005485025228086529,1.4528474563943339e-05,0.4222989111634574,0.9734891550803358,0.6423370961720987,0.2544164121713569,0.6026678196716511,8.0,1.0,4.0,"[0.23881328545780975, 0.39105206463195713, 0.2942621184919213, 0.4632962298025131, 0.2212369838420108, 0.19806642728904855, 0.2175278276481149, 0.25937522441651706, 0.3694703770197485, 0.22668222621184927, 0.34087073608617585, 0.1775224416517058]"
